date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:41:22	181206/181206	---MCZ	200	added ('OK')	application/json	date:Wed,%2005%20Jun%202024%2017:41:29%20GMT	https://ramirosecco.com/wp-json/	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/wp-json/index.html	(from https://ramirosecco.com/)
14:41:23	306161/306161	---M--	200	added ('OK')	application/pdf	etag:%2264f561a4-4abf1%22	https://ramirosecco.com/wp-content/uploads/2021/12/Untitled-25_EN.pdf	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/wp-content/uploads/2021/12/Untitled-25_EN.pdf	(from https://ramirosecco.com/)
14:41:23	2398/2398	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264f561a8-95e%22	https://ramirosecco.com/wp-content/themes/seedlet/assets/js/primary-navigation.js?ver=1.2.9	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/wp-content/themes/seedlet/assets/js/primary-navigation077c.js	(from https://ramirosecco.com/)
14:41:23	332887/332887	---M--	200	added ('OK')	application/pdf	etag:%2264f561a4-51457%22	https://ramirosecco.com/wp-content/uploads/2022/12/Sin-titulo-25.pdf	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/wp-content/uploads/2022/12/Sin-titulo-25.pdf	(from https://ramirosecco.com/)
14:41:24	717/717	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660ce9e6-2cd%22	https://ramirosecco.com/wp-includes/blocks/file/view.min.js?ver=9d287166f699a66eff3b	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/wp-includes/blocks/file/view.min6fa4.js	(from https://ramirosecco.com/)
14:41:26	23427/23427	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Jun%202024%2017:41:30%20GMT	https://ramirosecco.com/hello/	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/hello/index.html	(from https://ramirosecco.com/)
14:41:27	24419/24419	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Jun%202024%2017:41:31%20GMT	https://ramirosecco.com/extra-bitcoin/	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/extra-bitcoin/index.html	(from https://ramirosecco.com/)
14:41:27	25821/25821	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Jun%202024%2017:41:32%20GMT	https://ramirosecco.com/2021/12/	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/2021/12/index.html	(from https://ramirosecco.com/)
14:41:29	26104/26104	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202023%2001:46:29%20GMT	https://ramirosecco.com/bitcoin-untitled/	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/bitcoin-untitled/index.html	(from https://ramirosecco.com/)
14:41:29	26460/26460	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Jun%202024%2017:41:34%20GMT	https://ramirosecco.com/2021/11/	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/2021/11/index.html	(from https://ramirosecco.com/)
14:41:29	29607/29607	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Jun%202024%2017:41:34%20GMT	https://ramirosecco.com/category/start/	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/category/start/index.html	(from https://ramirosecco.com/)
14:41:30	25995/25995	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Jun%202024%2017:41:34%20GMT	https://ramirosecco.com/category/posts/	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/category/posts/index.html	(from https://ramirosecco.com/)
14:41:30	769/769	---MC-	200	added ('OK')	application/rss+xml	etag:%22136ef4c727ba6737e6298bee5f03bf53%22	https://ramirosecco.com/bitcoin-untitled-english/feed/	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/bitcoin-untitled-english/feed/index.html	(from https://ramirosecco.com/bitcoin-untitled-english/)
14:41:30	4646/4646	---MCZ	200	added ('OK')	application/json	date:Wed,%2005%20Jun%202024%2017:41:37%20GMT	https://ramirosecco.com/wp-json/wp/v2/posts/64	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/wp-json/wp/v2/posts/64.json	(from https://ramirosecco.com/bitcoin-untitled-english/)
14:41:31	2130/2130	---MCZ	200	added ('OK')	application/json	date:Wed,%2005%20Jun%202024%2017:41:38%20GMT	https://ramirosecco.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Framirosecco.com%2Fbitcoin-untitled-english%2F	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/wp-json/oembed/1.0/embedfbe5.json	(from https://ramirosecco.com/bitcoin-untitled-english/)
14:41:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Jun%202024%2017:41:38%20GMT	https://ramirosecco.com/?p=64	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/index8cd4.html	(from https://ramirosecco.com/bitcoin-untitled-english/)
14:41:31	2290/2290	---MCZ	200	added ('OK')	text/xml	date:Wed,%2005%20Jun%202024%2017:41:38%20GMT	https://ramirosecco.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Framirosecco.com%2Fbitcoin-untitled-english%2F&format=xml	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/wp-json/oembed/1.0/embed4c2c	(from https://ramirosecco.com/bitcoin-untitled-english/)
14:41:32	113381/113381	---MCZ	200	added ('OK')	text/css	etag:W/%22660ce9e6-1bae5%22	https://ramirosecco.com/wp-includes/css/dist/block-library/style.min.css?ver=6.5.4	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/wp-includes/css/dist/block-library/style.min380f.css	(from https://ramirosecco.com/extra-bitcoin/)
14:41:32	4823/4823	---MCZ	200	added ('OK')	text/css	etag:W/%2264f561a8-12d7%22	https://ramirosecco.com/wp-content/themes/blank-canvas/style.css?ver=6.5.4	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/wp-content/themes/blank-canvas/style380f.css	(from https://ramirosecco.com/extra-bitcoin/)
14:41:32	2361/2361	---MCZ	200	added ('OK')	application/json	date:Wed,%2005%20Jun%202024%2017:41:39%20GMT	https://ramirosecco.com/wp-json/wp/v2/pages/115	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/wp-json/wp/v2/pages/115.json	(from https://ramirosecco.com/extra-bitcoin/)
14:41:33	2099/2099	---MCZ	200	added ('OK')	application/json	date:Wed,%2005%20Jun%202024%2017:41:39%20GMT	https://ramirosecco.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Framirosecco.com%2Fextra-bitcoin%2F	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/wp-json/oembed/1.0/embedb95c.json	(from https://ramirosecco.com/extra-bitcoin/)
14:41:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Jun%202024%2017:41:40%20GMT	https://ramirosecco.com/?p=115	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/index0a10.html	(from https://ramirosecco.com/extra-bitcoin/)
14:41:33	2259/2259	---MCZ	200	added ('OK')	text/xml	date:Wed,%2005%20Jun%202024%2017:41:40%20GMT	https://ramirosecco.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Framirosecco.com%2Fextra-bitcoin%2F&format=xml	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/wp-json/oembed/1.0/embede008	(from https://ramirosecco.com/extra-bitcoin/)
14:41:33	27160/27160	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660ce9e6-6a18%22	https://ramirosecco.com/wp-includes/js/dist/vendor/wp-polyfill-importmap.min.js?ver=1.8.2	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/wp-includes/js/dist/vendor/wp-polyfill-importmap.minef6d.js	(from https://ramirosecco.com/extra-bitcoin/)
14:41:34	717/717	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660ce9e6-2cd%22	https://ramirosecco.com/wp-includes/blocks/file/view.min.js?ver=6.5.4	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/wp-includes/blocks/file/view.min380f.js	(from https://ramirosecco.com/extra-bitcoin/)
14:41:34	310029/310029	---M--	200	added ('OK')	application/pdf	etag:%2264f561a4-4bb0d%22	https://ramirosecco.com/wp-content/uploads/2022/01/Bitcoin-Interview-1.pdf	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/wp-content/uploads/2022/01/Bitcoin-Interview-1.pdf	(from https://ramirosecco.com/extra-bitcoin/)
14:41:34	35085/35085	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663a658c-890d%22	https://ramirosecco.com/wp-includes/js/dist/interactivity.min.js?ver=6.5.4	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/wp-includes/js/dist/interactivity.min380f.js	(from https://ramirosecco.com/extra-bitcoin/)
14:41:34	4213/4213	---MCZ	200	added ('OK')	application/json	date:Wed,%2005%20Jun%202024%2017:41:41%20GMT	https://ramirosecco.com/wp-json/wp/v2/posts/30	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/wp-json/wp/v2/posts/30.json	(from https://ramirosecco.com/bitcoin-untitled/)
14:41:35	2177/2177	---MCZ	200	added ('OK')	application/json	date:Wed,%2005%20Jun%202024%2017:41:42%20GMT	https://ramirosecco.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Framirosecco.com%2Fbitcoin-untitled%2F	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/wp-json/oembed/1.0/embed39c1.json	(from https://ramirosecco.com/bitcoin-untitled/)
14:41:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Jun%202024%2017:41:42%20GMT	https://ramirosecco.com/?p=30	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/index5643.html	(from https://ramirosecco.com/bitcoin-untitled/)
14:41:35	2340/2340	---MCZ	200	added ('OK')	text/xml	date:Wed,%2005%20Jun%202024%2017:41:42%20GMT	https://ramirosecco.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Framirosecco.com%2Fbitcoin-untitled%2F&format=xml	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/wp-json/oembed/1.0/embedbb6b	(from https://ramirosecco.com/bitcoin-untitled/)
14:41:36	719/719	---MC-	200	added ('OK')	application/rss+xml	etag:%22136ef4c727ba6737e6298bee5f03bf53%22	https://ramirosecco.com/hello/feed/	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/hello/feed/index.html	(from https://ramirosecco.com/hello/)
14:41:36	2191/2191	---MCZ	200	added ('OK')	application/json	date:Wed,%2005%20Jun%202024%2017:41:42%20GMT	https://ramirosecco.com/wp-json/wp/v2/posts/14	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/wp-json/wp/v2/posts/14.json	(from https://ramirosecco.com/hello/)
14:41:36	2056/2056	---MCZ	200	added ('OK')	application/json	date:Wed,%2005%20Jun%202024%2017:41:43%20GMT	https://ramirosecco.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Framirosecco.com%2Fhello%2F	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/wp-json/oembed/1.0/embed6cf2.json	(from https://ramirosecco.com/hello/)
14:41:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Jun%202024%2017:41:43%20GMT	https://ramirosecco.com/?p=14	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/index0b69.html	(from https://ramirosecco.com/hello/)
14:41:36	2216/2216	---MCZ	200	added ('OK')	text/xml	date:Wed,%2005%20Jun%202024%2017:41:43%20GMT	https://ramirosecco.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Framirosecco.com%2Fhello%2F&format=xml	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/wp-json/oembed/1.0/embed1f5a	(from https://ramirosecco.com/hello/)
14:41:37	2981/2981	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264f561a9-ba5%22	https://ramirosecco.com/wp-includes/js/comment-reply.min.js?ver=6.5.4	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/wp-includes/js/comment-reply.min380f.js	(from https://ramirosecco.com/hello/)
14:41:38	589/589	---MCZ	200	added ('OK')	application/json	date:Wed,%2005%20Jun%202024%2017:41:44%20GMT	https://ramirosecco.com/wp-json/wp/v2/categories/1	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/wp-json/wp/v2/categories/1.json	(from https://ramirosecco.com/category/start/)
14:41:38	8178/8178	---MC-	200	added ('OK')	application/rss+xml	etag:%22136ef4c727ba6737e6298bee5f03bf53%22	https://ramirosecco.com/category/start/feed/	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/category/start/feed/index.html	(from https://ramirosecco.com/category/start/)
14:41:39	3787/3787	---MC-	200	added ('OK')	application/rss+xml	etag:%22136ef4c727ba6737e6298bee5f03bf53%22	https://ramirosecco.com/category/posts/feed/	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/category/posts/feed/index.html	(from https://ramirosecco.com/category/posts/)
14:41:39	587/587	---MCZ	200	added ('OK')	application/json	date:Wed,%2005%20Jun%202024%2017:41:45%20GMT	https://ramirosecco.com/wp-json/wp/v2/categories/2	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/wp-json/wp/v2/categories/2.json	(from https://ramirosecco.com/category/posts/)
14:41:40	716/716	---MCZ	200	added ('OK')	text/css	etag:W/%2264f561a8-2cc%22	https://ramirosecco.com/wp-content/themes/blank-canvas/variables.css	C:/My%20Web%20Sites/ramirosecco.com/ramirosecco.com/wp-content/themes/blank-canvas/variables.css	(from https://ramirosecco.com/wp-content/themes/blank-canvas/style.css?ver=6.3.1)
